image_id,llava_med_head,clip_probe_head
ISIC_0070081,a0,a2
ISIC_0070085,a0,a3
ISIC_0070108,a0,a3
ISIC_0070111,a0,a3
ISIC_0070120,a0,a2
ISIC_0070143,a0,a2
ISIC_0070151,a1,a2
ISIC_0070154,a0,a2
ISIC_0070164,a0,a2
ISIC_0070171,a1,a0
ISIC_0070176,a0,a2
ISIC_0070190,a0,a2
ISIC_0070195,a0,a1
ISIC_0070200,a0,a2
ISIC_0070217,a0,a1
ISIC_0070219,a0,a1
ISIC_0070226,a0,a1
ISIC_0070246,a0,a2
ISIC_0070256,a0,a1
ISIC_0070281,a0,a0
ISIC_0070287,a0,a1
ISIC_0070312,a0,a2
ISIC_0070345,a0,a2
ISIC_0070350,a0,a2
ISIC_0070353,a1,a0
ISIC_0070380,a0,a3
ISIC_0070392,a1,a1
ISIC_0070404,a0,a0
ISIC_0070406,a0,a2
ISIC_0070410,a3,a3
ISIC_0070415,a0,a2
ISIC_0070430,a2,a2
ISIC_0070438,a0,a0
ISIC_0070469,a0,a0
ISIC_0070489,a0,a3
ISIC_0070498,a0,a0
ISIC_0070501,a0,a2
ISIC_0070503,a2,a1
ISIC_0070529,a0,a2
ISIC_0070532,a0,a2
ISIC_0070534,a0,a2
ISIC_0070551,a0,a0
ISIC_0070561,a0,a3
ISIC_0070564,a0,a0
ISIC_0070565,a2,a0
ISIC_0070580,a0,a0
ISIC_0070601,a0,a2
ISIC_0070613,a1,a0
ISIC_0070616,a0,a2
ISIC_0070626,a1,a0
ISIC_0070629,a0,a1
ISIC_0070631,a3,a3
ISIC_0070647,a1,a2
ISIC_0070659,a0,a1
ISIC_0070681,a1,a2
ISIC_0070696,a0,a0
ISIC_0070698,a0,a0
ISIC_0070713,a0,a2
ISIC_0070716,a0,a2
ISIC_0070721,a1,a2
ISIC_0070730,a0,a1
ISIC_0070744,a0,a2
ISIC_0070765,a0,a0
ISIC_0070779,a1,a0
ISIC_0070782,a0,a0
ISIC_0070800,a0,a0
ISIC_0070815,a0,a1
ISIC_0070833,a0,a2
ISIC_0070834,a3,a0
ISIC_0070844,a0,a2
ISIC_0070846,a0,a2
ISIC_0070853,a0,a2
ISIC_0070862,a1,a0
ISIC_0070875,a3,a0
ISIC_0070885,a0,a0
ISIC_0070888,a3,a2
ISIC_0070889,a0,a0
ISIC_0070891,a0,a2
ISIC_0070892,a3,a2
ISIC_0070898,a0,a0
ISIC_0070900,a1,a1
ISIC_0070920,a0,a3
ISIC_0070922,a1,a3
ISIC_0070927,a0,a2
ISIC_0070947,a1,a1
ISIC_0070956,a1,a2
ISIC_0070963,a0,a2
ISIC_0070976,a0,a2
ISIC_0070997,a0,a2
ISIC_0071012,a0,a2
ISIC_0071024,a1,a2
ISIC_0071040,a0,a3
ISIC_0071041,a0,a1
ISIC_0071048,a0,a3
ISIC_0071056,a0,a1
ISIC_0071058,a0,a2
ISIC_0071066,a0,a0
ISIC_0071075,a0,a0
ISIC_0071102,a0,a2
ISIC_0071104,a1,a0
ISIC_0071118,a3,a0
ISIC_0071139,a1,a1
ISIC_0071140,a0,a0
ISIC_0071151,a0,a2
ISIC_0071163,a1,a2
ISIC_0071168,a0,a0
ISIC_0071169,a1,a3
ISIC_0071171,a1,a0
ISIC_0071186,a3,a2
ISIC_0071194,a1,a0
ISIC_0071195,a3,a0
ISIC_0071197,a1,a3
ISIC_0071199,a0,a2
ISIC_0071208,a0,a2
ISIC_0071214,a1,a0
ISIC_0071230,a2,a0
ISIC_0071241,a0,a2
ISIC_0071257,a3,a1
ISIC_0071267,a0,a2
ISIC_0071289,a3,a3
ISIC_0071302,a0,a1
ISIC_0071313,a1,a2
ISIC_0071316,a0,a3
ISIC_0071321,a1,a3
ISIC_0071326,a1,a2
ISIC_0071346,a0,a2
ISIC_0071374,a2,a1
ISIC_0071381,a0,a2
ISIC_0071389,a1,a0
ISIC_0071418,a0,a1
ISIC_0071432,a0,a0
ISIC_0071434,a3,a3
ISIC_0071437,a0,a1
ISIC_0071479,a1,a2
ISIC_0071480,a0,a3
ISIC_0071492,a1,a3
ISIC_0071493,a0,a0
ISIC_0071506,a0,a1
ISIC_0071537,a0,a3
ISIC_0071538,a1,a2
ISIC_0071540,a1,a2
ISIC_0071555,a0,a2
ISIC_0071564,a0,a2
ISIC_0071572,a1,a2
ISIC_0071576,a0,a0
ISIC_0071580,a0,a3
ISIC_0071590,a0,a0
ISIC_0071604,a1,a1
ISIC_0071606,a0,a2
ISIC_0071615,a0,a0
ISIC_0071616,a0,a1
ISIC_0071619,a1,a1
ISIC_0071625,a1,a0
ISIC_0071630,a0,a0
ISIC_0071648,a3,a3
ISIC_0071666,a1,a1
ISIC_0071668,a0,a0
ISIC_0071674,a1,a0
ISIC_0071682,a0,a2
ISIC_0071697,a1,a2
ISIC_0071724,a0,a0
ISIC_0071727,a0,a2
ISIC_0071730,a0,a2
ISIC_0071748,a3,a0
ISIC_0071758,a1,a2
ISIC_0071767,a1,a3
ISIC_0071768,a0,a3
ISIC_0071772,a0,a1
ISIC_0071779,a0,a2
ISIC_0071782,a0,a3
ISIC_0071796,a0,a3
ISIC_0071827,a0,a3
ISIC_0071834,a1,a1
ISIC_0071843,a1,a1
ISIC_0071848,a0,a0
ISIC_0071871,a0,a2
ISIC_0071880,a0,a1
ISIC_0071883,a3,a0
ISIC_0071885,a0,a2
ISIC_0071886,a1,a0
ISIC_0071889,a3,a2
ISIC_0071898,a0,a2
ISIC_0071920,a0,a2
ISIC_0071930,a0,a1
ISIC_0071932,a0,a2
ISIC_0071944,a0,a2
ISIC_0071954,a0,a0
ISIC_0071957,a0,a0
ISIC_0071964,a1,a0
ISIC_0071979,a0,a0
ISIC_0071985,a1,a2
ISIC_0071988,a0,a3
ISIC_0071992,a0,a2
ISIC_0072005,a0,a3
ISIC_0072015,a0,a0
ISIC_0072018,a0,a1
ISIC_0072021,a0,a3
ISIC_0072029,a0,a2
ISIC_0072035,a0,a1
ISIC_0072045,a3,a2
ISIC_0072051,a2,a1
ISIC_0072063,a0,a3
ISIC_0072066,a1,a3
ISIC_0072085,a0,a0
ISIC_0072086,a0,a2
ISIC_0072092,a3,a2
ISIC_0072107,a0,a1
ISIC_0072111,a0,a3
ISIC_0072125,a0,a2
ISIC_0072129,a3,a2
ISIC_0072134,a0,a2
ISIC_0072135,a0,a2
ISIC_0072143,a0,a2
ISIC_0072152,a0,a2
ISIC_0072157,a1,a3
ISIC_0072172,a0,a0
ISIC_0072175,a1,a3
ISIC_0072186,a0,a2
ISIC_0072189,a0,a3
ISIC_0072194,a0,a3
ISIC_0072207,a0,a1
ISIC_0072211,a0,a1
ISIC_0072223,a0,a3
ISIC_0072250,a3,a2
ISIC_0072251,a2,a2
ISIC_0072266,a0,a2
ISIC_0072283,a0,a0
ISIC_0072284,a0,a0
ISIC_0072296,a0,a1
ISIC_0072318,a1,a2
ISIC_0072340,a0,a1
ISIC_0072343,a0,a1
ISIC_0072345,a3,a2
ISIC_0072353,a1,a3
ISIC_0072357,a0,a0
ISIC_0072368,a1,a0
ISIC_0072371,a0,a0
ISIC_0072382,a0,a3
ISIC_0072383,a0,a3
ISIC_0072393,a0,a2
ISIC_0072394,a1,a1
ISIC_0072412,a0,a0
ISIC_0072418,a1,a3
ISIC_0072434,a0,a1
ISIC_0072448,a0,a1
ISIC_0072451,a0,a1
ISIC_0072463,a1,a2
ISIC_0072472,a0,a1
ISIC_0072485,a0,a0
ISIC_0072488,a0,a0
ISIC_0072499,a0,a2
ISIC_0072501,a0,a3
ISIC_0072505,a0,a0
ISIC_0072506,a3,a2
ISIC_0072516,a0,a3
ISIC_0072519,a0,a2
ISIC_0072520,a2,a2
ISIC_0072522,a1,a1
ISIC_0072559,a2,a0
ISIC_0072564,a0,a3
ISIC_0072568,a0,a2
ISIC_0072574,a0,a2
ISIC_0072576,a0,a0
ISIC_0072585,a0,a0
ISIC_0072627,a0,a2
ISIC_0072628,a3,a2
ISIC_0072633,a0,a0
ISIC_0072637,a0,a1
ISIC_0072638,a0,a2
ISIC_0072646,a1,a1
ISIC_0072648,a0,a0
ISIC_0072676,a0,a2
ISIC_0072687,a0,a0
ISIC_0072694,a0,a0
ISIC_0072698,a0,a2
ISIC_0072708,a0,a2
ISIC_0072729,a0,a3
ISIC_0072739,a0,a2
ISIC_0072744,a0,a2
ISIC_0072748,a0,a3
ISIC_0072749,a1,a2
ISIC_0072754,a0,a1
ISIC_0072755,a1,a3
ISIC_0072772,a0,a2
ISIC_0072784,a1,a3
ISIC_0072820,a0,a3
ISIC_0072822,a0,a0
ISIC_0072833,a1,a2
ISIC_0072836,a0,a0
ISIC_0072839,a1,a3
ISIC_0072846,a0,a1
ISIC_0072856,a0,a2
ISIC_0072859,a3,a2
ISIC_0072864,a0,a1
ISIC_0072874,a1,a0
ISIC_0072876,a2,a2
ISIC_0072900,a0,a2
ISIC_0072901,a0,a1
ISIC_0072910,a0,a2
ISIC_0072929,a0,a0
ISIC_0072965,a1,a0
ISIC_0072966,a0,a3
ISIC_0072977,a0,a3
ISIC_0072988,a0,a1
ISIC_0072994,a1,a2
ISIC_0073002,a0,a2
ISIC_0073009,a0,a1
ISIC_0073016,a0,a3
ISIC_0073023,a0,a2
ISIC_0073027,a0,a0
ISIC_0073030,a3,a2
ISIC_0073032,a2,a3
ISIC_0073035,a1,a1
ISIC_0073058,a0,a0
ISIC_0073063,a0,a2
ISIC_0073072,a1,a0
ISIC_0073075,a0,a0
ISIC_0073081,a0,a2
ISIC_0073088,a1,a2
ISIC_0073109,a1,a2
ISIC_0073127,a3,a1
ISIC_0073128,a0,a2
ISIC_0073135,a0,a0
ISIC_0073140,a0,a1
ISIC_0073159,a1,a0
ISIC_0073168,a0,a2
ISIC_0073198,a0,a2
ISIC_0073199,a0,a0
ISIC_0073202,a1,a1
ISIC_0073205,a1,a1
ISIC_0073207,a3,a1
ISIC_0073209,a0,a3
ISIC_0073222,a0,a0
ISIC_0073224,a1,a2
ISIC_0073225,a2,a1
ISIC_0073238,a0,a2
ISIC_0073240,a0,a0
ISIC_0073245,a2,a0
ISIC_0073246,a3,a2
ISIC_0073249,a1,a3
